employee_id,age,years_experience,department,job_title,education_level,location,performance_rating,overtime_hours,projects_completed,salary
848,27,21,Finance,Director,PhD,Austin,3.82,17,6,842671
849,47,5,Sales,Director,PhD,San Francisco,2.75,8,0,466779
850,55,14,Finance,Senior,High School,Austin,2.18,5,1,165127
851,27,23,Operations,Senior,High School,Chicago,4.41,5,11,234477
852,58,20,HR,Manager,PhD,New York,2.83,12,10,630114
853,54,6,Finance,Mid-Level,PhD,San Francisco,3.33,16,7,388932
854,43,28,Engineering,Mid-Level,High School,Boston,2.77,14,0,265108
855,42,31,HR,Manager,PhD,Austin,1.32,8,1,337697
856,27,31,Operations,Director,Bachelor,San Francisco,3.38,5,4,504397
857,27,4,Engineering,Mid-Level,High School,San Francisco,2.68,16,13,322731
858,25,3,HR,Manager,Bachelor,San Francisco,1.35,4,14,301676
859,51,21,Finance,Mid-Level,Master,Austin,3.38,2,5,250365
860,32,17,Finance,Manager,Bachelor,Boston,1.04,15,0,326373
861,51,34,Engineering,Mid-Level,High School,San Francisco,1.83,1,0,250660
862,52,16,Marketing,Director,Master,San Francisco,4.12,19,1,668051
863,45,23,Finance,Senior,PhD,San Francisco,1.15,2,2,363528
864,30,1,Marketing,Senior,Bachelor,Seattle,3.59,8,8,212108
865,24,12,HR,Director,Bachelor,Austin,4.8,18,2,363694
866,52,14,Marketing,Mid-Level,High School,Seattle,1.68,13,7,170904
867,61,4,Engineering,Director,PhD,Chicago,2.67,13,5,625149
868,58,2,Sales,Manager,High School,Boston,3.3,16,9,308775
869,57,2,Sales,Senior,PhD,San Francisco,2.8,7,4,293868
870,45,34,Engineering,Junior,High School,Seattle,3.48,16,8,331950
871,52,22,IT,Mid-Level,PhD,San Francisco,2.62,16,14,706338
872,27,27,Sales,Junior,Master,Seattle,1.59,6,7,239759
873,23,29,Engineering,Junior,High School,San Francisco,1.36,8,13,317015
874,41,17,Finance,Lead,Master,Remote,3.98,3,10,392909
875,49,32,Marketing,Junior,High School,Austin,1.95,9,2,119546
876,32,25,Sales,Junior,High School,Chicago,4.39,3,6,165677
877,25,16,Finance,Director,High School,San Francisco,3.97,4,13,689449
878,36,6,Sales,Lead,Bachelor,Seattle,1.2,1,13,265303
879,27,7,HR,Lead,High School,San Francisco,1.8,14,3,204354
880,51,30,Engineering,Lead,PhD,Austin,2.17,8,7,616883
881,59,11,Engineering,Manager,Bachelor,Boston,3.38,8,6,474548
882,23,30,Finance,Lead,PhD,Boston,4.24,0,2,524589
883,36,18,IT,Director,PhD,Chicago,1.24,11,6,706252
884,32,9,HR,Manager,PhD,Remote,2.0,12,5,268007
885,29,11,Marketing,Mid-Level,PhD,Boston,2.5,19,5,293944
886,47,19,HR,Manager,PhD,San Francisco,1.73,12,13,660754
887,26,6,IT,Mid-Level,Master,Austin,3.18,13,10,280214
888,27,13,HR,Lead,Bachelor,Remote,2.91,9,9,226201
889,47,10,Operations,Lead,PhD,San Francisco,2.27,16,2,317946
890,25,6,Marketing,Mid-Level,Master,San Francisco,3.07,16,3,239131
891,40,28,Marketing,Senior,Master,Chicago,2.42,13,12,455391
892,41,9,HR,Director,PhD,Boston,2.37,16,3,452594
893,54,28,Sales,Manager,High School,Boston,2.06,18,14,597080
894,41,8,Operations,Director,PhD,Boston,3.16,2,5,370159
895,33,9,Sales,Director,Master,Seattle,2.78,3,12,566726
896,22,18,HR,Junior,PhD,San Francisco,1.79,10,8,250957
897,47,30,Sales,Lead,Master,Austin,1.05,15,4,381566
898,35,16,Marketing,Manager,PhD,Austin,1.6,12,7,401685
899,59,8,Marketing,Director,Master,San Francisco,1.17,17,4,486070
900,58,32,Sales,Manager,PhD,New York,2.73,10,14,1019730
901,32,33,Marketing,Director,High School,San Francisco,1.9,10,14,757847
902,57,23,Engineering,Lead,High School,Remote,2.68,8,5,294429
903,34,8,Marketing,Director,Master,Seattle,2.32,1,5,363760
904,64,6,HR,Mid-Level,High School,Remote,3.15,2,3,74747
905,24,15,Finance,Lead,High School,Boston,3.9,13,9,404628
906,54,18,Sales,Manager,Bachelor,San Francisco,2.92,15,9,603601
907,27,5,Operations,Senior,PhD,Seattle,1.25,7,4,176943
908,31,10,IT,Director,PhD,New York,1.07,15,3,654074
909,26,11,Sales,Mid-Level,High School,San Francisco,1.85,3,1,143014
910,44,12,IT,Lead,High School,Remote,2.7,8,1,182162
911,31,11,IT,Junior,Master,Boston,1.18,3,7,187078
912,23,20,Marketing,Lead,PhD,Chicago,2.31,12,14,561877
913,34,9,Marketing,Manager,Bachelor,Austin,4.55,1,3,222853
914,61,19,Finance,Manager,Bachelor,New York,1.36,17,12,630834
915,23,27,Finance,Junior,High School,Chicago,4.79,4,13,246307
916,41,23,Operations,Mid-Level,Master,Austin,4.43,16,8,261101
917,22,4,HR,Manager,Master,Chicago,4.33,9,11,357872
918,58,11,Engineering,Mid-Level,PhD,Remote,4.45,3,5,263784
919,30,34,HR,Mid-Level,High School,San Francisco,1.32,5,11,251692
920,38,1,Operations,Lead,High School,San Francisco,1.6,9,11,187292
921,30,8,Sales,Mid-Level,Master,Austin,1.54,16,12,236967
922,32,21,Marketing,Director,Bachelor,Austin,1.44,4,4,327383
923,36,4,HR,Manager,Bachelor,San Francisco,2.31,6,6,275807
924,45,11,IT,Manager,PhD,San Francisco,4.32,4,5,652485
925,59,0,Marketing,Senior,High School,Seattle,2.01,7,3,114234
926,56,21,Marketing,Mid-Level,High School,Austin,1.98,0,9,139660
927,51,18,HR,Senior,Bachelor,Austin,3.7,1,8,205863
928,52,15,HR,Lead,High School,Remote,1.39,15,5,169503
929,26,30,IT,Senior,High School,Seattle,2.44,7,2,300659
930,35,2,IT,Mid-Level,Master,Austin,2.18,14,3,181966
931,32,22,Finance,Manager,PhD,Remote,4.39,10,3,502274
932,30,17,Operations,Lead,PhD,Boston,3.06,15,7,410398
933,55,25,Operations,Mid-Level,PhD,Remote,3.59,6,4,189029
934,33,12,IT,Lead,Master,Seattle,1.52,16,7,466203
935,56,17,Engineering,Junior,PhD,Boston,4.72,2,12,407600
936,56,2,IT,Mid-Level,PhD,San Francisco,2.29,14,10,384920
937,22,22,Finance,Junior,Bachelor,Boston,3.83,3,7,221473
938,61,2,Engineering,Senior,Bachelor,Remote,4.82,2,5,194724
939,43,24,HR,Mid-Level,PhD,New York,3.03,10,12,429043
940,50,26,Operations,Junior,Master,San Francisco,3.03,1,4,175176
941,29,26,Operations,Director,Master,New York,1.47,6,13,623261
942,32,24,Engineering,Manager,Master,Chicago,2.56,14,1,548712
943,62,23,Sales,Senior,High School,New York,4.41,13,14,476410
944,58,7,Finance,Mid-Level,High School,Chicago,1.54,6,0,102757
945,35,8,Finance,Mid-Level,Master,New York,4.67,16,6,350772
946,51,29,Finance,Manager,Bachelor,Remote,3.67,9,9,497848
947,56,18,Operations,Manager,High School,Remote,2.68,17,11,257897
948,42,15,Marketing,Junior,Master,Chicago,3.19,13,9,213232
949,58,23,Operations,Junior,High School,Chicago,1.6,5,13,128747
950,26,20,Marketing,Junior,High School,San Francisco,1.87,18,10,214964
951,40,5,Operations,Lead,High School,Remote,2.15,9,6,106966
952,35,4,HR,Senior,High School,Austin,2.54,16,1,111088
953,47,13,Operations,Mid-Level,Master,Austin,4.66,18,14,272017
954,25,3,HR,Senior,High School,San Francisco,2.47,19,12,249451
955,46,7,Marketing,Manager,PhD,Chicago,3.1,16,2,360945
956,63,23,Finance,Director,Master,Austin,1.65,13,10,705133
957,46,10,Marketing,Senior,Master,Austin,3.94,6,7,249021
958,39,16,Engineering,Senior,Master,New York,3.24,18,11,675791
959,61,20,Finance,Junior,High School,Boston,2.76,6,3,153644
960,29,25,Operations,Manager,Master,San Francisco,4.79,11,4,527463
961,60,26,Operations,Senior,Bachelor,Boston,4.56,5,14,360218
962,61,15,Operations,Mid-Level,PhD,Chicago,3.64,7,6,211968
963,35,25,Operations,Junior,Bachelor,New York,4.69,8,7,193892
964,53,32,Operations,Senior,PhD,Austin,3.26,17,0,275862
965,59,30,Marketing,Manager,PhD,Seattle,4.31,9,6,700451
966,54,5,IT,Director,High School,New York,2.64,15,2,389767
967,44,7,HR,Mid-Level,PhD,San Francisco,1.35,16,14,322597
968,36,6,IT,Director,PhD,Remote,4.98,0,14,629422
969,54,33,Marketing,Manager,Bachelor,Chicago,1.66,6,4,370939
970,46,13,Sales,Manager,PhD,New York,2.01,8,11,607154
971,38,15,IT,Manager,Master,New York,1.65,11,11,661366
972,54,8,Marketing,Director,Master,New York,2.35,0,0,319018
973,23,9,Finance,Lead,PhD,Austin,2.16,9,10,397715
974,35,16,Operations,Mid-Level,Master,Chicago,3.4,9,2,167745
975,61,11,Marketing,Manager,High School,Austin,4.99,9,4,250768
976,61,5,IT,Lead,Master,New York,1.21,6,0,259829
977,60,18,HR,Junior,High School,Remote,4.11,14,1,101692
978,27,28,IT,Lead,PhD,Austin,1.51,9,12,629160
979,27,5,Operations,Junior,High School,Austin,1.08,15,2,58950
980,24,24,IT,Director,High School,San Francisco,3.55,15,12,983636
981,28,23,Engineering,Lead,PhD,Boston,4.49,19,7,933741
982,29,24,Sales,Director,PhD,Boston,1.71,0,14,811965
983,63,15,Finance,Manager,High School,San Francisco,2.37,10,4,382278
984,36,15,HR,Lead,Bachelor,San Francisco,1.68,18,4,317952
985,50,5,Sales,Lead,PhD,Seattle,4.63,17,12,578121
986,54,20,Marketing,Manager,PhD,Austin,2.08,2,2,313209
987,51,3,Sales,Junior,Bachelor,Seattle,2.78,14,8,161256
988,60,33,Operations,Manager,Master,Austin,4.58,5,8,434326
989,48,27,Operations,Mid-Level,Bachelor,Chicago,3.21,9,11,238752
990,57,27,Engineering,Lead,Master,Boston,4.73,2,13,815996
991,50,16,Sales,Mid-Level,Bachelor,Austin,4.71,9,11,276621
992,59,13,IT,Manager,High School,Chicago,2.85,15,1,312852
993,54,6,Sales,Director,PhD,Remote,3.33,3,7,401462
994,58,21,Operations,Manager,Bachelor,Seattle,1.92,0,0,197685
995,48,0,Marketing,Senior,PhD,Boston,4.96,17,4,291754
996,54,28,Marketing,Mid-Level,Master,Chicago,2.11,3,14,330852
997,25,30,Finance,Senior,High School,Chicago,4.13,4,6,313820
998,43,29,IT,Mid-Level,PhD,San Francisco,2.25,3,7,490102
999,23,14,IT,Director,Bachelor,New York,2.25,18,7,729006
1000,31,17,Marketing,Senior,Bachelor,New York,1.42,19,5,294430
1001,26,34,Sales,Senior,High School,New York,3.24,18,6,436573
1002,31,29,Engineering,Mid-Level,Master,Chicago,1.98,2,3,307547
1003,54,33,Marketing,Manager,High School,Austin,1.59,19,12,446809
1004,59,10,IT,Junior,High School,Seattle,1.91,12,9,175991
1005,34,26,IT,Manager,PhD,New York,2.0,19,6,909597
1006,52,23,Operations,Junior,Master,Austin,3.02,17,6,172090
1007,57,34,Operations,Mid-Level,High School,Remote,2.54,5,8,145412
1008,45,7,Finance,Lead,PhD,Remote,1.3,19,10,376499
1009,36,17,Finance,Manager,PhD,Boston,3.14,5,14,749553
1010,50,12,Sales,Senior,Master,Seattle,4.15,5,1,259513
1011,29,23,Marketing,Manager,Master,Seattle,3.3,16,10,656968
1012,26,22,Marketing,Mid-Level,PhD,New York,4.9,16,7,480040
1013,50,11,Finance,Lead,Master,Chicago,1.4,4,8,317981
1014,25,29,Marketing,Lead,PhD,San Francisco,4.28,16,2,654167
1015,33,30,Sales,Manager,Master,Remote,3.02,8,7,478375
1016,23,27,Engineering,Manager,Master,Chicago,3.09,19,0,609226
1017,48,21,Operations,Director,Master,Seattle,3.08,1,12,517252
1018,52,27,Sales,Manager,Bachelor,Remote,2.3,18,9,469805
1019,57,12,Marketing,Mid-Level,Master,Austin,2.3,8,14,231391
1020,57,24,Sales,Junior,Bachelor,Remote,3.53,7,4,149095
1021,47,6,Operations,Director,PhD,Boston,1.18,18,0,305410
1022,64,5,HR,Junior,High School,Seattle,3.36,12,0,70832
1023,48,23,IT,Senior,High School,Chicago,3.9,3,12,359606
1024,26,18,Operations,Mid-Level,High School,Seattle,2.43,5,5,132717
1025,41,18,IT,Director,PhD,San Francisco,1.87,3,4,762121
1026,32,8,Operations,Lead,Master,Remote,1.85,10,4,167615
1027,31,28,HR,Director,Bachelor,San Francisco,1.33,9,1,435542
1028,61,23,Marketing,Senior,PhD,Boston,1.36,15,9,435443
1029,59,4,Marketing,Lead,High School,New York,1.67,17,13,285777
1030,27,25,Engineering,Director,High School,Chicago,1.08,18,8,643643
1031,29,13,Operations,Lead,High School,Seattle,2.06,11,11,238909
1032,44,28,Sales,Manager,High School,Chicago,2.23,13,4,367208
1033,47,5,Engineering,Lead,Bachelor,San Francisco,4.98,17,2,447083
1034,64,6,Marketing,Director,High School,Austin,4.97,19,10,408564
1035,33,17,Marketing,Lead,Bachelor,Chicago,1.75,0,6,232540
1036,47,22,Finance,Mid-Level,High School,Remote,1.85,12,5,173192
1037,34,0,Engineering,Manager,PhD,San Francisco,2.97,2,14,623929
1038,61,3,Marketing,Manager,Bachelor,Austin,1.6,13,10,262635
1039,39,34,HR,Senior,Bachelor,New York,3.02,17,5,402441
1040,46,22,IT,Manager,PhD,Remote,2.6,18,4,562312
1041,54,26,Finance,Junior,High School,New York,2.3,0,3,157749
1042,61,25,Sales,Mid-Level,High School,San Francisco,4.29,14,5,317918
1043,64,7,IT,Senior,Master,Remote,4.31,15,6,312945
1044,33,15,Finance,Junior,Master,San Francisco,4.95,9,14,403321
1045,57,2,Operations,Lead,Bachelor,New York,1.89,19,11,256266
1046,25,31,Operations,Junior,Master,San Francisco,4.55,3,13,303860
1047,26,4,Sales,Senior,PhD,Remote,3.15,10,13,295539
1048,58,19,HR,Manager,PhD,Boston,3.37,15,7,566033
1049,29,13,Sales,Mid-Level,PhD,Chicago,4.59,4,14,371630
1050,63,31,Engineering,Senior,Bachelor,Boston,4.77,18,1,526119
1051,49,25,IT,Junior,PhD,Austin,3.91,10,3,278853
1052,52,5,Sales,Junior,Bachelor,San Francisco,2.39,17,10,208031
1053,30,4,Sales,Senior,Bachelor,San Francisco,2.96,14,6,282579
1054,50,12,Finance,Director,PhD,Remote,3.46,1,2,394469
1055,35,31,HR,Director,PhD,Austin,4.31,12,4,653771
1056,61,15,Sales,Senior,Bachelor,Remote,3.63,11,9,265037
1057,62,0,Engineering,Director,PhD,Chicago,2.46,13,13,715266
1058,43,12,Finance,Senior,Master,New York,2.67,0,6,305528
1059,32,10,HR,Manager,Bachelor,Boston,1.2,11,8,281355
1060,44,7,HR,Senior,High School,Chicago,4.7,12,5,173555
1061,22,24,Marketing,Lead,Bachelor,New York,1.35,2,1,256786
1062,58,31,Operations,Mid-Level,PhD,New York,3.32,2,8,332502
1063,42,23,IT,Mid-Level,PhD,San Francisco,4.49,0,5,465478
1064,47,27,Engineering,Lead,Bachelor,Austin,2.68,10,9,502997
1065,57,13,Operations,Junior,Bachelor,Seattle,4.2,3,11,144812
1066,44,2,Finance,Junior,High School,San Francisco,4.22,10,1,127995
1067,22,26,Finance,Junior,High School,Remote,1.24,1,12,138794
1068,61,19,Engineering,Junior,Bachelor,Seattle,2.65,18,0,217612
1069,36,14,HR,Manager,PhD,Austin,3.76,11,14,517665
1070,42,26,Sales,Lead,Bachelor,San Francisco,2.69,12,14,667899
1071,30,27,Engineering,Mid-Level,Master,Boston,3.18,16,11,609186
1072,30,24,Finance,Lead,Master,San Francisco,3.38,18,3,635499
1073,31,32,Operations,Mid-Level,PhD,Boston,1.6,3,14,329932
1074,47,13,IT,Junior,Bachelor,Seattle,2.65,5,1,143732
1075,62,7,Engineering,Manager,Bachelor,Chicago,1.11,2,11,348148
1076,56,13,HR,Senior,Master,Chicago,1.6,10,6,227328
1077,46,0,IT,Senior,Bachelor,Seattle,3.05,11,10,275814
1078,47,15,IT,Director,PhD,Seattle,3.29,11,6,855880
1079,32,17,IT,Junior,PhD,San Francisco,1.58,17,2,293998
1080,59,6,Marketing,Junior,High School,Chicago,4.02,13,10,137228
1081,23,14,IT,Lead,PhD,New York,2.49,10,9,631042
1082,28,23,Marketing,Manager,Bachelor,Boston,4.68,16,0,415054
1083,39,12,Sales,Manager,Bachelor,Seattle,2.55,15,1,326740
1084,48,8,Sales,Lead,Master,Remote,1.6,2,12,257414
1085,55,14,IT,Manager,Master,Austin,4.03,3,7,457299
1086,48,34,HR,Manager,PhD,Boston,3.27,7,3,537458
1087,38,23,Operations,Senior,High School,San Francisco,2.55,10,2,200343
1088,64,32,Sales,Manager,Bachelor,Chicago,2.42,12,9,552551
1089,45,15,Marketing,Junior,High School,Chicago,1.6,11,6,111681
1090,46,7,HR,Senior,Bachelor,New York,2.36,4,9,217905
1091,28,28,IT,Junior,PhD,Chicago,1.12,15,3,273847
1092,27,22,HR,Junior,PhD,San Francisco,3.01,0,1,183815
1093,45,30,HR,Lead,Master,San Francisco,4.59,8,2,475083
1094,54,13,Engineering,Director,High School,Austin,4.18,13,14,662588
1095,50,29,Operations,Manager,Master,Boston,1.11,7,3,327250
1096,64,26,IT,Manager,PhD,Remote,4.53,2,0,439879
1097,43,15,Operations,Manager,High School,Boston,2.81,6,7,236202
1098,47,5,Sales,Manager,Bachelor,Boston,1.76,3,10,298033
1099,49,32,Operations,Senior,Master,Remote,4.01,14,7,294780
1100,42,17,Finance,Mid-Level,PhD,Austin,2.29,11,4,267450
1101,28,15,Marketing,Junior,Bachelor,Austin,2.01,8,14,170167
1102,38,11,Sales,Director,PhD,Austin,1.65,17,12,664956
1103,41,19,IT,Director,Bachelor,New York,2.95,12,13,949598
1104,62,28,Operations,Mid-Level,Master,Austin,1.37,2,5,160338
1105,41,29,Marketing,Mid-Level,Bachelor,Chicago,4.14,6,3,226892
1106,43,25,IT,Mid-Level,High School,Seattle,2.88,18,10,373929
1107,49,21,IT,Senior,Bachelor,New York,2.79,7,13,509466
1108,61,32,Sales,Mid-Level,PhD,Remote,1.01,10,2,246331
1109,28,28,Finance,Senior,Bachelor,Chicago,4.27,4,2,307490
1110,22,21,Marketing,Lead,Master,Remote,2.97,15,14,441154
1111,53,12,Finance,Lead,PhD,Boston,2.76,2,12,511696
1112,34,8,Marketing,Director,PhD,San Francisco,4.05,0,3,510368
1113,51,23,Engineering,Lead,PhD,Boston,1.25,9,12,734960
1114,44,14,IT,Senior,PhD,Austin,2.47,9,14,471032
1115,40,12,Engineering,Senior,High School,San Francisco,3.3,15,5,371571
1116,53,26,Marketing,Junior,PhD,Boston,2.84,10,1,232054
1117,51,6,Marketing,Mid-Level,PhD,New York,1.73,18,5,251268
1118,50,7,Finance,Manager,PhD,Austin,2.2,19,7,466994
1119,50,13,IT,Manager,Master,Boston,2.2,12,8,564787
1120,51,11,Operations,Mid-Level,Master,San Francisco,4.97,14,12,334317
1121,37,16,IT,Manager,PhD,Chicago,2.3,9,3,501270
1122,61,28,HR,Manager,High School,Boston,1.82,3,4,259991
1123,40,26,Marketing,Manager,Bachelor,New York,4.29,18,7,646012
1124,39,0,Sales,Director,High School,San Francisco,2.68,14,9,403455
1125,22,33,Sales,Senior,PhD,Boston,2.78,5,1,399907
1126,35,3,Sales,Senior,PhD,Chicago,3.2,16,9,331502
1127,23,23,Engineering,Senior,High School,Austin,3.38,12,1,267607
1128,49,20,Operations,Mid-Level,PhD,Austin,3.36,19,8,270446
1129,51,32,Finance,Lead,Bachelor,Remote,1.14,16,10,423320
1130,59,6,Operations,Director,Master,Austin,4.28,14,5,326910
1131,25,0,Engineering,Director,Bachelor,Seattle,1.78,6,9,430833
1132,22,2,Operations,Manager,Bachelor,San Francisco,2.17,10,8,262964
1133,29,14,Operations,Junior,Bachelor,Remote,1.69,17,12,115167
1134,50,30,IT,Senior,High School,Remote,4.07,19,9,401526
1135,60,15,Sales,Director,High School,Remote,3.33,18,6,368709
1136,24,9,Marketing,Director,Bachelor,Seattle,4.02,7,12,523040
1137,53,28,Sales,Junior,High School,Remote,3.61,17,4,163753
1138,31,5,Operations,Manager,PhD,Chicago,1.42,9,11,297079
1139,31,28,Marketing,Director,Master,Chicago,2.21,17,8,730853
1140,40,16,IT,Director,High School,Boston,3.03,16,8,620149
1141,55,21,Finance,Lead,High School,Austin,2.22,8,1,234180
1142,54,23,HR,Junior,Bachelor,San Francisco,1.83,2,7,175270
1143,44,16,Marketing,Manager,Master,Seattle,4.48,14,7,548524
1144,49,20,Engineering,Manager,PhD,Seattle,3.99,11,1,686823
1145,53,10,Sales,Senior,PhD,Austin,2.38,16,9,353947
1146,28,6,IT,Lead,Master,Seattle,4.06,5,6,391107
1147,50,4,IT,Manager,PhD,Austin,3.51,8,0,323778
1148,29,20,Sales,Lead,Master,Boston,1.02,9,4,349176
1149,22,17,Operations,Senior,Bachelor,Boston,2.52,2,4,178545
1150,24,34,Operations,Junior,PhD,Boston,2.16,5,9,248570
1151,45,19,Operations,Director,PhD,New York,1.87,12,4,509404
1152,44,14,IT,Director,Master,New York,2.01,13,1,598489
1153,29,4,Operations,Mid-Level,PhD,Seattle,4.77,3,13,238403
1154,58,12,Sales,Mid-Level,High School,San Francisco,2.95,9,2,186868
1155,24,11,Marketing,Mid-Level,Bachelor,San Francisco,4.39,18,12,365955
1156,54,20,Finance,Director,PhD,Boston,1.86,15,5,801092
1157,49,5,Marketing,Lead,PhD,Chicago,1.7,6,0,194883
1158,29,6,Engineering,Mid-Level,PhD,San Francisco,4.56,4,13,502105
1159,55,25,Sales,Junior,Master,Seattle,2.98,11,11,323684
1160,56,7,Marketing,Manager,Bachelor,Remote,4.58,14,5,271115
1161,53,8,Sales,Lead,Bachelor,New York,1.25,0,13,294088
1162,45,26,IT,Director,PhD,Remote,4.67,5,5,750911
1163,35,3,Engineering,Junior,PhD,Remote,2.66,18,6,196795
1164,53,20,IT,Director,Master,Seattle,1.62,4,8,683525
1165,64,30,HR,Lead,Bachelor,Seattle,3.73,8,8,412775
1166,37,20,HR,Lead,High School,New York,4.19,6,3,262483
1167,25,24,HR,Lead,PhD,Austin,1.19,8,1,264793
1168,58,14,Sales,Senior,High School,Remote,4.95,15,4,200405
1169,42,34,Marketing,Manager,High School,Boston,3.79,4,0,315275
1170,35,27,Sales,Mid-Level,Bachelor,Remote,2.29,9,12,255838
1171,52,13,IT,Senior,High School,Seattle,1.61,14,14,358104
1172,39,3,Finance,Manager,PhD,Chicago,2.57,14,11,508834
1173,28,19,IT,Director,PhD,Boston,1.88,12,13,1073760
1174,31,33,Marketing,Mid-Level,Master,Remote,2.98,19,11,366432
1175,28,11,IT,Senior,Bachelor,New York,4.13,17,14,561548
1176,54,32,IT,Senior,Bachelor,Chicago,3.64,6,12,527578
1177,44,23,Engineering,Junior,High School,San Francisco,2.74,7,4,233297
1178,42,19,Operations,Senior,PhD,Austin,1.48,7,14,288768
1179,40,4,HR,Lead,PhD,Seattle,4.83,10,11,405889
1180,40,29,Marketing,Director,Master,New York,2.08,8,9,774529
1181,57,23,Marketing,Senior,High School,Austin,2.11,5,12,232902
1182,50,6,HR,Lead,PhD,Seattle,3.58,19,14,495952
1183,39,15,IT,Manager,Bachelor,Remote,4.08,1,2,284074
1184,23,14,Engineering,Manager,Master,Remote,4.94,4,13,587754
1185,22,22,Sales,Lead,Bachelor,Seattle,4.88,3,6,413318
1186,26,11,Sales,Junior,Master,Boston,4.66,19,6,257928
1187,41,28,IT,Junior,Bachelor,Chicago,2.74,14,2,220449
1188,32,14,IT,Manager,High School,Boston,1.67,6,4,306778
1189,63,28,Operations,Director,PhD,Austin,3.34,0,8,488150
1190,23,20,Marketing,Senior,Bachelor,Remote,1.07,18,3,196666
1191,24,14,HR,Manager,High School,New York,1.78,17,1,239390
1192,44,13,IT,Manager,Bachelor,Austin,1.01,1,2,233222
1193,33,15,IT,Lead,High School,New York,1.72,12,10,408058
1194,41,14,Finance,Junior,Master,Remote,2.9,13,0,139534
1195,26,3,Engineering,Director,High School,Remote,2.57,2,4,247216
1196,58,26,Sales,Lead,Bachelor,Austin,2.48,15,8,404551
1197,59,22,Engineering,Manager,PhD,Boston,4.32,13,1,742444
1198,51,28,Engineering,Mid-Level,Master,Remote,3.7,14,12,469739
1199,30,8,Operations,Senior,Master,Austin,4.75,2,2,144056
1200,55,6,Engineering,Manager,High School,San Francisco,2.78,1,2,289209
1201,56,3,HR,Lead,Bachelor,Remote,2.09,2,6,133673
1202,43,4,Operations,Mid-Level,High School,Boston,1.49,8,11,121922
1203,45,4,IT,Mid-Level,Master,Austin,3.69,7,9,244121
1204,38,10,HR,Manager,PhD,Austin,4.37,18,6,415679
1205,31,27,Operations,Director,High School,Chicago,1.73,19,14,491725
1206,51,15,HR,Junior,Bachelor,Remote,4.52,19,10,169586
1207,44,29,Operations,Mid-Level,High School,Boston,3.11,14,0,162442
1208,53,3,Operations,Senior,High School,Chicago,1.58,11,2,101977
1209,38,1,Marketing,Lead,High School,Boston,3.57,13,0,150881
1210,38,2,HR,Lead,PhD,New York,3.08,17,8,377021
1211,35,20,Marketing,Lead,Bachelor,Boston,1.11,1,13,319565
1212,30,5,IT,Manager,Bachelor,Boston,2.6,10,13,473996
1213,61,17,Operations,Lead,Master,Austin,4.14,0,6,225817
1214,23,4,Sales,Lead,Master,San Francisco,3.22,18,13,549498
1215,46,8,Operations,Senior,High School,Seattle,2.13,13,12,184613
1216,60,19,Sales,Junior,Master,Boston,4.71,8,4,241019
1217,30,27,Sales,Director,Bachelor,Chicago,1.95,2,6,474123
1218,43,25,Sales,Manager,High School,San Francisco,2.01,13,2,399630
1219,64,17,Sales,Manager,Master,Boston,2.42,19,2,454638
1220,25,18,HR,Lead,PhD,San Francisco,4.58,2,0,360829
1221,47,2,Finance,Senior,Master,New York,3.03,3,4,247651
1222,50,8,HR,Mid-Level,PhD,San Francisco,3.73,1,6,238537
1223,55,30,IT,Lead,Master,New York,4.91,1,2,574115
1224,44,16,Finance,Lead,Bachelor,San Francisco,4.13,14,4,497826
1225,58,22,HR,Manager,Master,San Francisco,1.69,12,9,546553
1226,32,33,IT,Manager,PhD,Chicago,4.15,19,0,775340
1227,27,4,Sales,Lead,PhD,Seattle,3.99,10,13,498549
1228,39,14,Engineering,Manager,Master,Chicago,1.93,13,6,528247
1229,42,2,Operations,Senior,High School,Austin,2.3,16,12,140655
1230,63,18,Finance,Mid-Level,PhD,San Francisco,3.84,14,10,572766
1231,57,27,Engineering,Mid-Level,Bachelor,New York,1.95,13,14,528555
1232,62,2,Sales,Mid-Level,Master,Remote,1.83,18,14,212736
1233,59,3,Finance,Lead,PhD,San Francisco,3.81,1,7,426296
1234,55,23,Engineering,Director,Master,Remote,4.52,3,7,698078
1235,38,30,HR,Lead,Master,Boston,1.3,7,0,291102
1236,58,10,IT,Lead,High School,New York,2.78,11,3,298350
1237,46,0,Sales,Senior,Master,Boston,3.43,12,8,275075
1238,59,8,HR,Mid-Level,Master,Austin,3.71,17,1,160236
1239,33,16,HR,Manager,Master,Boston,4.98,16,0,389366
1240,44,0,Sales,Manager,Bachelor,Austin,3.73,12,5,245513
1241,63,2,Finance,Junior,Master,Austin,3.48,11,13,191017
1242,43,25,Operations,Junior,Bachelor,Austin,4.96,6,12,183294
1243,42,30,Marketing,Director,Master,Boston,1.24,15,12,838077
1244,48,25,Marketing,Manager,High School,Austin,1.3,13,10,338225
1245,52,22,Operations,Mid-Level,High School,Austin,3.24,4,10,142995
1246,27,29,Sales,Lead,PhD,Chicago,2.43,10,0,405402
1247,48,9,Marketing,Manager,Master,Remote,1.39,7,5,228890
1248,61,7,Operations,Director,High School,Seattle,2.23,8,0,180648
1249,55,24,Engineering,Director,High School,San Francisco,3.7,17,14,1169452
1250,33,21,Operations,Manager,Master,Austin,4.52,7,5,330299
1251,28,14,Finance,Junior,PhD,New York,1.38,6,14,318002
1252,31,9,IT,Mid-Level,Bachelor,New York,3.16,7,8,293730
